t,Mean,Lower,Upper,variable,CRPS,simulation,TrueValue,posterior
11,160.67524496513994,129.0,194.0,I,3.999196684499887,Sinusoidal,158.0,Smoothing
12,145.94978208413227,116.0,178.0,I,3.728132374208937,Sinusoidal,147.0,Smoothing
13,126.48862819402994,99.0,156.0,I,3.4689792064798244,Sinusoidal,125.0,Smoothing
14,112.45301701406738,87.0,141.0,I,3.3272773720170594,Sinusoidal,114.0,Smoothing
15,92.80044719336333,69.0,119.0,I,3.1314554337393696,Sinusoidal,90.0,Smoothing
16,83.88865533886207,62.0,108.0,I,2.9702835940700054,Sinusoidal,86.0,Smoothing
17,67.52500714232356,47.0,90.0,I,3.494905299007299,Sinusoidal,62.0,Smoothing
18,70.4540816502633,50.0,93.0,I,2.651168662930748,Sinusoidal,72.0,Smoothing
19,67.15222352661527,47.0,89.0,I,4.183793023761799,Sinusoidal,60.0,Smoothing
20,89.81982950190752,67.0,114.0,I,5.637228640267796,Sinusoidal,99.0,Smoothing
21,93.71748737212167,71.0,119.0,I,2.9439908501893925,Sinusoidal,92.0,Smoothing
22,104.558654500579,80.0,131.0,I,3.0500136780250076,Sinusoidal,105.0,Smoothing
23,118.46595660695439,93.0,146.0,I,4.1894556830735485,Sinusoidal,124.0,Smoothing
24,123.15378922416954,96.0,152.0,I,3.7104951821449337,Sinusoidal,119.0,Smoothing
25,140.9710276568971,113.0,171.0,I,4.263131394634426,Sinusoidal,146.0,Smoothing
26,150.6325419490795,121.0,182.0,I,3.7887803097001873,Sinusoidal,148.0,Smoothing
27,169.90443820296994,139.0,203.0,I,5.946579297652315,Sinusoidal,179.0,Smoothing
28,168.43639181649547,137.0,202.0,I,3.885352400826853,Sinusoidal,168.0,Smoothing
29,167.95775564730053,136.0,202.0,I,4.067081632486211,Sinusoidal,165.0,Smoothing
30,174.54921846956296,142.0,209.0,I,4.019479201208747,Sinusoidal,173.0,Smoothing
31,184.43701775046782,151.0,220.0,I,10.104320149829237,Sinusoidal,201.0,Smoothing
32,145.6407679620531,116.0,178.0,I,4.387766057811955,Sinusoidal,140.0,Smoothing
33,132.14370284015158,104.0,162.0,I,3.526436337558281,Sinusoidal,133.0,Smoothing
34,114.48394372980647,88.0,143.0,I,3.2531863012720095,Sinusoidal,114.0,Smoothing
35,98.55712812065785,74.0,125.0,I,3.344125401351612,Sinusoidal,95.0,Smoothing
36,94.2211196874984,71.0,120.0,I,4.085944583293281,Sinusoidal,100.0,Smoothing
37,71.24549058304963,51.0,94.0,I,2.8742307523403885,Sinusoidal,68.0,Smoothing
38,61.96951158392681,43.0,83.0,I,3.6096556920259575,Sinusoidal,56.0,Smoothing
39,72.18185467321489,52.0,95.0,I,2.7110297444928535,Sinusoidal,74.0,Smoothing
40,77.88842966521199,57.0,101.0,I,2.70320511106046,Sinusoidal,79.0,Smoothing
41,81.10682494770663,60.0,105.0,I,2.726529518669425,Sinusoidal,82.0,Smoothing
42,82.5689741782264,61.0,106.0,I,3.0660128730480434,Sinusoidal,79.0,Smoothing
43,94.64542142188527,72.0,120.0,I,4.270096143123169,Sinusoidal,101.0,Smoothing
44,94.65359172027865,71.0,120.0,I,2.9334109684912812,Sinusoidal,93.0,Smoothing
45,99.39666335391257,75.0,125.0,I,4.508358734267452,Sinusoidal,92.0,Smoothing
46,125.73599531309367,99.0,154.0,I,9.49211536010446,Sinusoidal,141.0,Smoothing
47,125.64745316745027,99.0,155.0,I,4.111160874409263,Sinusoidal,120.0,Smoothing
48,140.53172928700158,112.0,171.0,I,5.072892506921286,Sinusoidal,148.0,Smoothing
49,140.1788797308045,111.0,171.0,I,5.134934318429369,Sinusoidal,132.0,Smoothing
50,161.4464102721364,131.0,194.0,I,7.093088644221245,Sinusoidal,173.0,Smoothing
51,155.62383218416107,125.0,188.0,I,3.740783897840949,Sinusoidal,156.0,Smoothing
52,148.6678381183848,119.0,180.0,I,3.833665751772407,Sinusoidal,151.0,Smoothing
53,134.3801698489694,106.0,165.0,I,3.522146606307385,Sinusoidal,133.0,Smoothing
54,123.43662318218998,96.0,153.0,I,3.6249120087462208,Sinusoidal,120.0,Smoothing
55,121.15583135307467,95.0,150.0,I,4.720272009718187,Sinusoidal,128.0,Smoothing
56,97.95746617888081,74.0,124.0,I,2.9902180976678947,Sinusoidal,98.0,Smoothing
57,78.62400267703869,57.0,102.0,I,2.7368357987629652,Sinusoidal,77.0,Smoothing
58,66.13159239654522,46.0,88.0,I,2.7539950597005953,Sinusoidal,63.0,Smoothing
59,62.445153688556175,43.0,83.0,I,2.551390811162336,Sinusoidal,60.0,Smoothing
60,64.37800288211295,45.0,85.0,I,2.4250138541294746,Sinusoidal,65.0,Smoothing
61,63.65543627307349,45.0,85.0,I,2.443669811137178,Sinusoidal,62.0,Smoothing
62,66.76273201665384,47.0,88.0,I,2.4275302379350547,Sinusoidal,67.0,Smoothing
63,69.54845191709568,50.0,91.0,I,2.5185951706632848,Sinusoidal,68.0,Smoothing
64,76.82428909453597,56.0,99.0,I,2.582557067114128,Sinusoidal,77.0,Smoothing
65,86.04171862535192,64.0,110.0,I,2.8899211941799763,Sinusoidal,88.0,Smoothing
66,94.14924533170645,71.0,119.0,I,3.3288033684742544,Sinusoidal,90.0,Smoothing
67,115.38536976223828,90.0,143.0,I,4.161218819279773,Sinusoidal,121.0,Smoothing
68,133.34222564633274,106.0,163.0,I,6.530755426851853,Sinusoidal,144.0,Smoothing
69,135.5798486674831,108.0,165.0,I,3.568157630592854,Sinusoidal,133.0,Smoothing
70,144.58345361148884,116.0,175.0,I,3.7455224459374423,Sinusoidal,147.0,Smoothing
71,148.3912376226243,119.0,180.0,I,3.864396460396887,Sinusoidal,145.0,Smoothing
72,159.86863917001165,129.0,192.0,I,5.108415752622223,Sinusoidal,167.0,Smoothing
73,152.86618823297198,123.0,185.0,I,3.7080120376352466,Sinusoidal,152.0,Smoothing
74,147.18239595807967,118.0,179.0,I,4.586845594006765,Sinusoidal,153.0,Smoothing
75,125.02037712564746,98.0,154.0,I,3.4534191079039775,Sinusoidal,123.0,Smoothing
76,110.35414913859535,85.0,138.0,I,3.445878012579413,Sinusoidal,107.0,Smoothing
77,104.69290104528496,80.0,132.0,I,3.1606262064973727,Sinusoidal,106.0,Smoothing
78,93.11569317845212,70.0,119.0,I,2.907454658372851,Sinusoidal,93.0,Smoothing
79,81.44305349088536,60.0,105.0,I,2.7601345660433836,Sinusoidal,80.0,Smoothing
80,73.56009362982437,53.0,96.0,I,2.575447477683856,Sinusoidal,73.0,Smoothing
81,66.36788920914958,47.0,88.0,I,2.6030291435942647,Sinusoidal,64.0,Smoothing
82,64.75915803321752,46.0,86.0,I,2.637391603034872,Sinusoidal,62.0,Smoothing
83,69.83336175503565,50.0,92.0,I,2.7267272057516783,Sinusoidal,67.0,Smoothing
84,84.38710435544277,63.0,108.0,I,3.8842845923204856,Sinusoidal,90.0,Smoothing
85,89.3613519805356,67.0,114.0,I,2.8249118544011314,Sinusoidal,88.0,Smoothing
86,99.81565907164439,76.0,125.0,I,3.1343331820492866,Sinusoidal,102.0,Smoothing
87,108.69522648946025,84.0,136.0,I,3.4199741423253407,Sinusoidal,105.0,Smoothing
88,130.34915894505158,103.0,159.0,I,9.030801407421636,Sinusoidal,145.0,Smoothing
89,126.69381505401054,100.0,156.0,I,3.6460612073778718,Sinusoidal,123.0,Smoothing
90,132.27881926971622,105.0,162.0,I,3.652552066804813,Sinusoidal,135.0,Smoothing
91,131.3943299525263,104.0,161.0,I,3.670421012351804,Sinusoidal,128.0,Smoothing
92,137.91046741941946,110.0,168.0,I,3.508466910795303,Sinusoidal,137.0,Smoothing
93,146.02073612273486,117.0,177.0,I,4.318824366184915,Sinusoidal,151.0,Smoothing
94,140.52853147744005,112.0,171.0,I,3.6297725511300265,Sinusoidal,142.0,Smoothing
95,130.47771637897625,103.0,160.0,I,3.821250066933683,Sinusoidal,134.0,Smoothing
96,111.09810628380217,86.0,139.0,I,3.1882408429749693,Sinusoidal,110.0,Smoothing
97,96.33417287709084,73.0,122.0,I,3.0725079225874223,Sinusoidal,98.0,Smoothing
98,77.95042750545463,57.0,101.0,I,2.903245711683521,Sinusoidal,75.0,Smoothing
99,69.29659728894879,49.0,91.0,I,2.5391255563365953,Sinusoidal,70.0,Smoothing
100,58.17239169331066,39.0,80.0,I,2.692960895925001,Sinusoidal,55.0,Smoothing
1,5.005000000000075,0.25,9.75,R,NaN,Step change,0.666666666666667,Filtering
2,0.8074748027199208,0.61,1.03,R,NaN,Step change,0.666666666666667,Filtering
3,0.8484319177698438,0.66,1.07,R,NaN,Step change,0.666666666666667,Filtering
4,0.9156145279020195,0.71,1.1500000000000001,R,NaN,Step change,0.666666666666667,Filtering
5,0.8231267560628087,0.62,1.0399999999999998,R,NaN,Step change,0.666666666666667,Filtering
6,1.0313735086688571,0.8099999999999999,1.3,R,NaN,Step change,0.666666666666667,Filtering
7,0.8381700610593181,0.63,1.07,R,NaN,Step change,0.666666666666667,Filtering
8,0.705793380388437,0.5,0.92,R,NaN,Step change,0.666666666666667,Filtering
9,0.8299689059795696,0.63,1.07,R,NaN,Step change,0.666666666666667,Filtering
10,0.8825700200965816,0.67,1.1300000000000001,R,NaN,Step change,0.666666666666667,Filtering
11,0.7917482911154337,0.59,1.01,R,NaN,Step change,0.666666666666667,Filtering
12,0.7501269354568838,0.55,0.94,R,NaN,Step change,0.666666666666667,Filtering
13,0.7212385690388616,0.53,0.9,R,NaN,Step change,0.666666666666667,Filtering
14,0.7484584952542068,0.5700000000000001,0.92,R,NaN,Step change,0.666666666666667,Filtering
15,0.7407927965871205,0.5700000000000001,0.9,R,NaN,Step change,0.666666666666667,Filtering
16,0.7836067650399198,0.63,0.9599999999999999,R,NaN,Step change,0.666666666666667,Filtering
17,0.7660664723152436,0.61,0.92,R,NaN,Step change,0.666666666666667,Filtering
18,0.6562723993386764,0.45,0.8200000000000001,R,NaN,Step change,0.666666666666667,Filtering
19,0.6413717849698303,0.45999999999999996,0.8099999999999999,R,NaN,Step change,0.666666666666667,Filtering
20,0.7251494538411585,0.5700000000000001,0.9,R,NaN,Step change,0.666666666666667,Filtering
21,0.6774877133210937,0.51,0.83,R,NaN,Step change,0.666666666666667,Filtering
22,0.708896004355828,0.55,0.87,R,NaN,Step change,0.666666666666667,Filtering
23,0.6825290416076142,0.52,0.8400000000000001,R,NaN,Step change,0.666666666666667,Filtering
24,0.6656810074172994,0.5,0.8200000000000001,R,NaN,Step change,0.666666666666667,Filtering
25,0.6542533653814588,0.49,0.8099999999999999,R,NaN,Step change,0.666666666666667,Filtering
26,0.6561122687444684,0.5,0.8099999999999999,R,NaN,Step change,0.666666666666667,Filtering
27,0.6566579088717838,0.5,0.8099999999999999,R,NaN,Step change,0.666666666666667,Filtering
28,0.7867340193984798,0.62,1.0399999999999998,R,NaN,Step change,1.5,Filtering
29,1.3395636602882912,0.95,1.8099999999999998,R,NaN,Step change,1.5,Filtering
30,1.4870248492702993,1.12,1.93,R,NaN,Step change,1.5,Filtering
31,1.647706027429833,1.27,2.08,R,NaN,Step change,1.5,Filtering
32,1.3770381298966061,1.03,1.7499999999999998,R,NaN,Step change,1.5,Filtering
33,1.4512638197310617,1.1300000000000001,1.8099999999999998,R,NaN,Step change,1.5,Filtering
34,1.3881647908029058,1.07,1.73,R,NaN,Step change,1.5,Filtering
35,1.5650678822249247,1.25,1.92,R,NaN,Step change,1.5,Filtering
36,1.5744049135040967,1.26,1.92,R,NaN,Step change,1.5,Filtering
37,1.4965386436121269,1.2,1.82,R,NaN,Step change,1.5,Filtering
38,1.6124911664211452,1.32,1.94,R,NaN,Step change,1.5,Filtering
39,1.6003159591275344,1.31,1.9099999999999997,R,NaN,Step change,1.5,Filtering
40,1.5244118442129828,1.25,1.82,R,NaN,Step change,1.5,Filtering
41,1.522819012075086,1.26,1.8099999999999998,R,NaN,Step change,1.5,Filtering
42,1.4832650584326703,1.23,1.7499999999999998,R,NaN,Step change,1.5,Filtering
43,1.4784087930085694,1.23,1.74,R,NaN,Step change,1.5,Filtering
44,1.4621766318320686,1.23,1.7099999999999997,R,NaN,Step change,1.5,Filtering
45,1.5883309032545354,1.3499999999999999,1.84,R,NaN,Step change,1.5,Filtering
46,1.4234589742715271,1.2,1.66,R,NaN,Step change,1.5,Filtering
47,1.3761527776112703,1.1600000000000001,1.5999999999999999,R,NaN,Step change,1.5,Filtering
48,1.4462145774052977,1.24,1.6700000000000002,R,NaN,Step change,1.5,Filtering
49,1.458366814393227,1.26,1.6700000000000002,R,NaN,Step change,1.5,Filtering
50,1.4389038356441686,1.24,1.65,R,NaN,Step change,1.5,Filtering
51,1.6259580578503765,1.4200000000000002,1.8500000000000003,R,NaN,Step change,1.5,Filtering
52,1.5070984360758204,1.31,1.7099999999999997,R,NaN,Step change,1.5,Filtering
53,1.5612115976395158,1.37,1.7599999999999998,R,NaN,Step change,1.5,Filtering
54,1.5063058610397098,1.32,1.6999999999999997,R,NaN,Step change,1.5,Filtering
55,1.3921932343168424,1.22,1.57,R,NaN,Step change,1.5,Filtering
56,0.6508618170480756,0.51,0.8099999999999999,R,NaN,Step change,0.666666666666667,Filtering
57,0.7679197733931616,0.64,0.9099999999999999,R,NaN,Step change,0.666666666666667,Filtering
58,0.7324083195477793,0.6,0.87,R,NaN,Step change,0.666666666666667,Filtering
59,0.6011004797687601,0.48,0.73,R,NaN,Step change,0.666666666666667,Filtering
60,0.6903732320769111,0.5700000000000001,0.83,R,NaN,Step change,0.666666666666667,Filtering
61,0.6546961239943118,0.53,0.79,R,NaN,Step change,0.666666666666667,Filtering
62,0.6312467830160609,0.5,0.77,R,NaN,Step change,0.666666666666667,Filtering
63,0.6166736690442925,0.49,0.76,R,NaN,Step change,0.666666666666667,Filtering
64,0.6186499704078854,0.49,0.76,R,NaN,Step change,0.666666666666667,Filtering
65,0.6883257652595305,0.55,0.8400000000000001,R,NaN,Step change,0.666666666666667,Filtering
66,0.6718812587003675,0.53,0.83,R,NaN,Step change,0.666666666666667,Filtering
67,0.7300596647159718,0.5800000000000001,0.89,R,NaN,Step change,0.666666666666667,Filtering
68,0.6071073514114819,0.45999999999999996,0.77,R,NaN,Step change,0.666666666666667,Filtering
69,0.663092570402958,0.52,0.8200000000000001,R,NaN,Step change,0.666666666666667,Filtering
70,0.8040531275675694,0.64,0.9800000000000001,R,NaN,Step change,0.666666666666667,Filtering
71,0.7480988564879008,0.5800000000000001,0.9300000000000002,R,NaN,Step change,0.666666666666667,Filtering
72,0.6410940336602765,0.48,0.8200000000000001,R,NaN,Step change,0.666666666666667,Filtering
73,0.7359914244371263,0.5700000000000001,0.92,R,NaN,Step change,0.666666666666667,Filtering
74,0.6698169965373613,0.5,0.8500000000000001,R,NaN,Step change,0.666666666666667,Filtering
75,0.6789164803160694,0.51,0.8599999999999999,R,NaN,Step change,0.666666666666667,Filtering
76,0.6682595736965159,0.5,0.8500000000000001,R,NaN,Step change,0.666666666666667,Filtering
77,0.7228389583006682,0.55,0.92,R,NaN,Step change,0.666666666666667,Filtering
78,0.5806097874935999,0.41,0.77,R,NaN,Step change,0.666666666666667,Filtering
79,0.5862812606002392,0.42,0.77,R,NaN,Step change,0.666666666666667,Filtering
80,0.7451063522027337,0.56,0.95,R,NaN,Step change,0.666666666666667,Filtering
81,0.7455598296466844,0.55,0.9599999999999999,R,NaN,Step change,0.666666666666667,Filtering
82,0.624815747751854,0.44,0.83,R,NaN,Step change,0.666666666666667,Filtering
83,0.5724587290830248,0.39,0.77,R,NaN,Step change,0.666666666666667,Filtering
84,0.9248507888098869,0.71,1.18,R,NaN,Step change,1.5,Filtering
85,1.1558691263522172,0.9,1.45,R,NaN,Step change,1.5,Filtering
86,1.2365869171788495,0.9599999999999999,1.5399999999999998,R,NaN,Step change,1.5,Filtering
87,1.5727378930715523,1.26,1.92,R,NaN,Step change,1.5,Filtering
88,1.4979162181680454,1.19,1.83,R,NaN,Step change,1.5,Filtering
89,1.3945256031068842,1.11,1.7099999999999997,R,NaN,Step change,1.5,Filtering
90,1.2905807094344706,1.02,1.5899999999999999,R,NaN,Step change,1.5,Filtering
91,1.4860782036111897,1.21,1.79,R,NaN,Step change,1.5,Filtering
92,1.570524281796812,1.29,1.88,R,NaN,Step change,1.5,Filtering
93,1.4963818841228,1.22,1.79,R,NaN,Step change,1.5,Filtering
94,1.5264639933821171,1.26,1.8099999999999998,R,NaN,Step change,1.5,Filtering
95,1.3313577258722065,1.08,1.5999999999999999,R,NaN,Step change,1.5,Filtering
96,1.388496948955455,1.1500000000000001,1.65,R,NaN,Step change,1.5,Filtering
97,1.4732600885215839,1.23,1.73,R,NaN,Step change,1.5,Filtering
98,1.4470396198992044,1.21,1.6999999999999997,R,NaN,Step change,1.5,Filtering
99,1.5258504042482945,1.29,1.78,R,NaN,Step change,1.5,Filtering
100,1.437219238853496,1.21,1.6800000000000002,R,NaN,Step change,1.5,Filtering
1,0.8206943837609735,0.53,1.1400000000000001,R,NaN,Step change,0.666666666666667,Smoothing
2,0.8206942070645964,0.66,1.0,R,NaN,Step change,0.666666666666667,Smoothing
3,0.8472855626864026,0.7,1.01,R,NaN,Step change,0.666666666666667,Smoothing
4,0.8785275001227357,0.73,1.0399999999999998,R,NaN,Step change,0.666666666666667,Smoothing
5,0.8611632165225507,0.7,1.03,R,NaN,Step change,0.666666666666667,Smoothing
6,0.9196557843781585,0.76,1.09,R,NaN,Step change,0.666666666666667,Smoothing
7,0.8239163065799445,0.67,0.99,R,NaN,Step change,0.666666666666667,Smoothing
8,0.7597750870279334,0.61,0.92,R,NaN,Step change,0.666666666666667,Smoothing
9,0.8042115845815269,0.65,0.97,R,NaN,Step change,0.666666666666667,Smoothing
10,0.8179289981117279,0.67,0.9800000000000001,R,NaN,Step change,0.666666666666667,Smoothing
11,0.7662140522673946,0.61,0.9300000000000002,R,NaN,Step change,0.666666666666667,Smoothing
12,0.7264932576257448,0.5800000000000001,0.89,R,NaN,Step change,0.666666666666667,Smoothing
13,0.7093179292982632,0.56,0.87,R,NaN,Step change,0.666666666666667,Smoothing
14,0.7279471949746975,0.5800000000000001,0.89,R,NaN,Step change,0.666666666666667,Smoothing
15,0.7305622900628442,0.5800000000000001,0.9,R,NaN,Step change,0.666666666666667,Smoothing
16,0.7483893221198188,0.59,0.92,R,NaN,Step change,0.666666666666667,Smoothing
17,0.692027417828033,0.54,0.8599999999999999,R,NaN,Step change,0.666666666666667,Smoothing
18,0.6120562977676176,0.45,0.7799999999999999,R,NaN,Step change,0.666666666666667,Smoothing
19,0.6375627249885566,0.48,0.8099999999999999,R,NaN,Step change,0.666666666666667,Smoothing
20,0.7010409718424606,0.54,0.87,R,NaN,Step change,0.666666666666667,Smoothing
21,0.6620503454960298,0.5,0.8400000000000001,R,NaN,Step change,0.666666666666667,Smoothing
22,0.6828577639611534,0.52,0.8599999999999999,R,NaN,Step change,0.666666666666667,Smoothing
23,0.6535479503134567,0.49,0.8400000000000001,R,NaN,Step change,0.666666666666667,Smoothing
24,0.6522557813997618,0.48,0.8400000000000001,R,NaN,Step change,0.666666666666667,Smoothing
25,0.6760129009841243,0.49,0.87,R,NaN,Step change,0.666666666666667,Smoothing
26,0.7377657546975448,0.54,0.95,R,NaN,Step change,0.666666666666667,Smoothing
27,0.8533767830357839,0.63,1.08,R,NaN,Step change,0.666666666666667,Smoothing
28,1.1100514041453227,0.8799999999999999,1.37,R,NaN,Step change,1.5,Smoothing
29,1.3695042676266893,1.12,1.66,R,NaN,Step change,1.5,Smoothing
30,1.460785039835968,1.2,1.7599999999999998,R,NaN,Step change,1.5,Smoothing
31,1.4981077578270754,1.23,1.79,R,NaN,Step change,1.5,Smoothing
32,1.417536012235534,1.1500000000000001,1.6999999999999997,R,NaN,Step change,1.5,Smoothing
33,1.4510664314678783,1.19,1.73,R,NaN,Step change,1.5,Smoothing
34,1.4620229701215575,1.2,1.73,R,NaN,Step change,1.5,Smoothing
35,1.5471302372668214,1.29,1.82,R,NaN,Step change,1.5,Smoothing
36,1.549258488827059,1.3,1.82,R,NaN,Step change,1.5,Smoothing
37,1.5330655661108752,1.28,1.7999999999999998,R,NaN,Step change,1.5,Smoothing
38,1.5834773423980835,1.34,1.84,R,NaN,Step change,1.5,Smoothing
39,1.5585099462853584,1.32,1.8099999999999998,R,NaN,Step change,1.5,Smoothing
40,1.5111455296458667,1.28,1.7499999999999998,R,NaN,Step change,1.5,Smoothing
41,1.5004251600305636,1.28,1.74,R,NaN,Step change,1.5,Smoothing
42,1.4762152201665244,1.26,1.7099999999999997,R,NaN,Step change,1.5,Smoothing
43,1.4756457362699333,1.26,1.6999999999999997,R,NaN,Step change,1.5,Smoothing
44,1.480816680310916,1.27,1.6999999999999997,R,NaN,Step change,1.5,Smoothing
45,1.5247964402148817,1.32,1.74,R,NaN,Step change,1.5,Smoothing
46,1.405132748149771,1.21,1.6099999999999999,R,NaN,Step change,1.5,Smoothing
47,1.3940652097965787,1.2,1.5999999999999999,R,NaN,Step change,1.5,Smoothing
48,1.4530595914235847,1.26,1.65,R,NaN,Step change,1.5,Smoothing
49,1.4668344748292033,1.28,1.66,R,NaN,Step change,1.5,Smoothing
50,1.4841534365907867,1.29,1.6800000000000002,R,NaN,Step change,1.5,Smoothing
51,1.602342324562143,1.4200000000000002,1.7999999999999998,R,NaN,Step change,1.5,Smoothing
52,1.5028356064587554,1.32,1.6900000000000002,R,NaN,Step change,1.5,Smoothing
53,1.516831407744558,1.34,1.6999999999999997,R,NaN,Step change,1.5,Smoothing
54,1.3992211054922872,1.24,1.57,R,NaN,Step change,1.5,Smoothing
55,1.1613066976667374,1.02,1.31,R,NaN,Step change,1.5,Smoothing
