k,p,simulation,model,TrueParam,iter
27,0.0,Sinusoidal,EpiEstim,400,2
28,0.0,Sinusoidal,EpiEstim,400,2
29,0.0,Sinusoidal,EpiEstim,400,2
30,0.0,Sinusoidal,EpiEstim,400,2
1,3.6832414870214793e-31,Sinusoidal,EpiEstim,800,2
2,1.0,Sinusoidal,EpiEstim,800,2
3,9.207189289871674e-192,Sinusoidal,EpiEstim,800,2
4,0.0,Sinusoidal,EpiEstim,800,2
5,0.0,Sinusoidal,EpiEstim,800,2
6,0.0,Sinusoidal,EpiEstim,800,2
7,0.0,Sinusoidal,EpiEstim,800,2
8,0.0,Sinusoidal,EpiEstim,800,2
9,0.0,Sinusoidal,EpiEstim,800,2
10,0.0,Sinusoidal,EpiEstim,800,2
11,0.0,Sinusoidal,EpiEstim,800,2
12,0.0,Sinusoidal,EpiEstim,800,2
13,0.0,Sinusoidal,EpiEstim,800,2
14,0.0,Sinusoidal,EpiEstim,800,2
15,0.0,Sinusoidal,EpiEstim,800,2
16,0.0,Sinusoidal,EpiEstim,800,2
17,0.0,Sinusoidal,EpiEstim,800,2
18,0.0,Sinusoidal,EpiEstim,800,2
19,0.0,Sinusoidal,EpiEstim,800,2
20,0.0,Sinusoidal,EpiEstim,800,2
21,0.0,Sinusoidal,EpiEstim,800,2
22,0.0,Sinusoidal,EpiEstim,800,2
23,0.0,Sinusoidal,EpiEstim,800,2
24,0.0,Sinusoidal,EpiEstim,800,2
25,0.0,Sinusoidal,EpiEstim,800,2
26,0.0,Sinusoidal,EpiEstim,800,2
27,0.0,Sinusoidal,EpiEstim,800,2
28,0.0,Sinusoidal,EpiEstim,800,2
29,0.0,Sinusoidal,EpiEstim,800,2
30,0.0,Sinusoidal,EpiEstim,800,2
1,1.0,Sinusoidal,EpiEstim,1600,2
2,1.1655723968095056e-53,Sinusoidal,EpiEstim,1600,2
3,0.0,Sinusoidal,EpiEstim,1600,2
4,0.0,Sinusoidal,EpiEstim,1600,2
5,0.0,Sinusoidal,EpiEstim,1600,2
6,0.0,Sinusoidal,EpiEstim,1600,2
7,0.0,Sinusoidal,EpiEstim,1600,2
8,0.0,Sinusoidal,EpiEstim,1600,2
9,0.0,Sinusoidal,EpiEstim,1600,2
10,0.0,Sinusoidal,EpiEstim,1600,2
11,0.0,Sinusoidal,EpiEstim,1600,2
12,0.0,Sinusoidal,EpiEstim,1600,2
13,0.0,Sinusoidal,EpiEstim,1600,2
14,0.0,Sinusoidal,EpiEstim,1600,2
15,0.0,Sinusoidal,EpiEstim,1600,2
16,0.0,Sinusoidal,EpiEstim,1600,2
17,0.0,Sinusoidal,EpiEstim,1600,2
18,0.0,Sinusoidal,EpiEstim,1600,2
19,0.0,Sinusoidal,EpiEstim,1600,2
20,0.0,Sinusoidal,EpiEstim,1600,2
21,0.0,Sinusoidal,EpiEstim,1600,2
22,0.0,Sinusoidal,EpiEstim,1600,2
23,0.0,Sinusoidal,EpiEstim,1600,2
24,0.0,Sinusoidal,EpiEstim,1600,2
25,0.0,Sinusoidal,EpiEstim,1600,2
26,0.0,Sinusoidal,EpiEstim,1600,2
27,0.0,Sinusoidal,EpiEstim,1600,2
28,0.0,Sinusoidal,EpiEstim,1600,2
29,0.0,Sinusoidal,EpiEstim,1600,2
30,0.0,Sinusoidal,EpiEstim,1600,2
1,1.0,Sinusoidal,EpiEstim,3200,2
2,1.6764849694301125e-247,Sinusoidal,EpiEstim,3200,2
3,0.0,Sinusoidal,EpiEstim,3200,2
4,0.0,Sinusoidal,EpiEstim,3200,2
5,0.0,Sinusoidal,EpiEstim,3200,2
6,0.0,Sinusoidal,EpiEstim,3200,2
7,0.0,Sinusoidal,EpiEstim,3200,2
8,0.0,Sinusoidal,EpiEstim,3200,2
9,0.0,Sinusoidal,EpiEstim,3200,2
10,0.0,Sinusoidal,EpiEstim,3200,2
11,0.0,Sinusoidal,EpiEstim,3200,2
12,0.0,Sinusoidal,EpiEstim,3200,2
13,0.0,Sinusoidal,EpiEstim,3200,2
14,0.0,Sinusoidal,EpiEstim,3200,2
15,0.0,Sinusoidal,EpiEstim,3200,2
16,0.0,Sinusoidal,EpiEstim,3200,2
17,0.0,Sinusoidal,EpiEstim,3200,2
18,0.0,Sinusoidal,EpiEstim,3200,2
19,0.0,Sinusoidal,EpiEstim,3200,2
20,0.0,Sinusoidal,EpiEstim,3200,2
21,0.0,Sinusoidal,EpiEstim,3200,2
22,0.0,Sinusoidal,EpiEstim,3200,2
23,0.0,Sinusoidal,EpiEstim,3200,2
24,0.0,Sinusoidal,EpiEstim,3200,2
25,0.0,Sinusoidal,EpiEstim,3200,2
26,0.0,Sinusoidal,EpiEstim,3200,2
27,0.0,Sinusoidal,EpiEstim,3200,2
28,0.0,Sinusoidal,EpiEstim,3200,2
29,0.0,Sinusoidal,EpiEstim,3200,2
30,0.0,Sinusoidal,EpiEstim,3200,2
1,1.73078481304683e-60,Sinusoidal,EpiEstim,25,3
2,0.09229678376146042,Sinusoidal,EpiEstim,25,3
3,0.9074944071536982,Sinusoidal,EpiEstim,25,3
4,0.00020880908481310555,Sinusoidal,EpiEstim,25,3
5,2.841106620768929e-14,Sinusoidal,EpiEstim,25,3
6,2.74083429901379e-25,Sinusoidal,EpiEstim,25,3
7,2.475582650971701e-37,Sinusoidal,EpiEstim,25,3
8,1.5572122649096486e-48,Sinusoidal,EpiEstim,25,3
9,7.352612947461823e-60,Sinusoidal,EpiEstim,25,3
10,1.00598276821154e-69,Sinusoidal,EpiEstim,25,3
11,1.6163278805036774e-78,Sinusoidal,EpiEstim,25,3
12,6.238874237614704e-85,Sinusoidal,EpiEstim,25,3
13,6.453916142516144e-90,Sinusoidal,EpiEstim,25,3
14,9.039487237934207e-92,Sinusoidal,EpiEstim,25,3
15,6.406754308052635e-92,Sinusoidal,EpiEstim,25,3
16,4.907307816998751e-90,Sinusoidal,EpiEstim,25,3
17,3.6759509500646154e-86,Sinusoidal,EpiEstim,25,3
18,5.824795843966381e-81,Sinusoidal,EpiEstim,25,3
19,4.161205100033019e-75,Sinusoidal,EpiEstim,25,3
20,1.821236446053121e-69,Sinusoidal,EpiEstim,25,3
21,2.4607078729430556e-63,Sinusoidal,EpiEstim,25,3
22,5.991733100208944e-58,Sinusoidal,EpiEstim,25,3
23,9.976878397220181e-54,Sinusoidal,EpiEstim,25,3
24,1.6180806808094393e-50,Sinusoidal,EpiEstim,25,3
25,3.6482706103118215e-48,Sinusoidal,EpiEstim,25,3
26,2.9001801694050775e-47,Sinusoidal,EpiEstim,25,3
27,2.252079079232138e-47,Sinusoidal,EpiEstim,25,3
28,1.8155543426202335e-48,Sinusoidal,EpiEstim,25,3
29,1.233947084329942e-50,Sinusoidal,EpiEstim,25,3
30,3.907826512039154e-53,Sinusoidal,EpiEstim,25,3
1,2.6328616442747914e-75,Sinusoidal,EpiEstim,50,3
2,0.9999999992094397,Sinusoidal,EpiEstim,50,3
3,7.905602647158219e-10,Sinusoidal,EpiEstim,50,3
4,1.886278345658364e-25,Sinusoidal,EpiEstim,50,3
5,9.058584875300902e-46,Sinusoidal,EpiEstim,50,3
6,5.530262825484424e-68,Sinusoidal,EpiEstim,50,3
7,8.575327734663104e-90,Sinusoidal,EpiEstim,50,3
8,2.6346568727586287e-111,Sinusoidal,EpiEstim,50,3
9,1.9878269495602076e-131,Sinusoidal,EpiEstim,50,3
10,1.4735039719895026e-148,Sinusoidal,EpiEstim,50,3
11,3.7441539281375205e-164,Sinusoidal,EpiEstim,50,3
12,2.598787661368788e-175,Sinusoidal,EpiEstim,50,3
13,1.5856384716432694e-182,Sinusoidal,EpiEstim,50,3
14,1.871769492242711e-185,Sinusoidal,EpiEstim,50,3
15,6.749324085217019e-185,Sinusoidal,EpiEstim,50,3
16,2.1531985372808164e-180,Sinusoidal,EpiEstim,50,3
17,2.641159419330851e-174,Sinusoidal,EpiEstim,50,3
18,1.9606536006479188e-165,Sinusoidal,EpiEstim,50,3
19,7.082391232597753e-155,Sinusoidal,EpiEstim,50,3
20,1.841106935124107e-143,Sinusoidal,EpiEstim,50,3
21,2.3613411123391387e-132,Sinusoidal,EpiEstim,50,3
22,1.1109177324812593e-122,Sinusoidal,EpiEstim,50,3
23,5.830773931967586e-115,Sinusoidal,EpiEstim,50,3
24,3.669873115162031e-109,Sinusoidal,EpiEstim,50,3
25,1.9675747807573864e-105,Sinusoidal,EpiEstim,50,3
26,2.0571449052428973e-104,Sinusoidal,EpiEstim,50,3
27,3.1056292657868876e-105,Sinusoidal,EpiEstim,50,3
28,1.158257011554982e-107,Sinusoidal,EpiEstim,50,3
29,1.1726934856989243e-111,Sinusoidal,EpiEstim,50,3
30,1.1756647590692312e-116,Sinusoidal,EpiEstim,50,3
1,3.666742727753242e-77,Sinusoidal,EpiEstim,100,3
2,1.0,Sinusoidal,EpiEstim,100,3
3,6.075681753561997e-20,Sinusoidal,EpiEstim,100,3
4,3.474241521237631e-61,Sinusoidal,EpiEstim,100,3
5,7.347423372975451e-110,Sinusoidal,EpiEstim,100,3
6,3.4724656087288778e-164,Sinusoidal,EpiEstim,100,3
7,1.0866011582139043e-220,Sinusoidal,EpiEstim,100,3
8,1.9669382204020338e-274,Sinusoidal,EpiEstim,100,3
9,0.0,Sinusoidal,EpiEstim,100,3
10,0.0,Sinusoidal,EpiEstim,100,3
11,0.0,Sinusoidal,EpiEstim,100,3
12,0.0,Sinusoidal,EpiEstim,100,3
13,0.0,Sinusoidal,EpiEstim,100,3
14,0.0,Sinusoidal,EpiEstim,100,3
15,0.0,Sinusoidal,EpiEstim,100,3
16,0.0,Sinusoidal,EpiEstim,100,3
17,0.0,Sinusoidal,EpiEstim,100,3
18,0.0,Sinusoidal,EpiEstim,100,3
19,0.0,Sinusoidal,EpiEstim,100,3
20,0.0,Sinusoidal,EpiEstim,100,3
21,1.5e-323,Sinusoidal,EpiEstim,100,3
22,1.0872594655440099e-298,Sinusoidal,EpiEstim,100,3
23,6.449213548510254e-278,Sinusoidal,EpiEstim,100,3
24,9.67167797155559e-264,Sinusoidal,EpiEstim,100,3
25,3.131528124298493e-255,Sinusoidal,EpiEstim,100,3
26,2.0649624650957036e-253,Sinusoidal,EpiEstim,100,3
27,4.185792270915047e-256,Sinusoidal,EpiEstim,100,3
28,8.737445242753189e-264,Sinusoidal,EpiEstim,100,3
29,4.589762408793668e-274,Sinusoidal,EpiEstim,100,3
30,1.4654512826079675e-286,Sinusoidal,EpiEstim,100,3
1,1.3489361761653763e-77,Sinusoidal,EpiEstim,200,3
2,1.0,Sinusoidal,EpiEstim,200,3
3,1.202742835254678e-47,Sinusoidal,EpiEstim,200,3
4,8.23673585814303e-120,Sinusoidal,EpiEstim,200,3
5,6.457156551716437e-211,Sinusoidal,EpiEstim,200,3
6,1.23736728351e-312,Sinusoidal,EpiEstim,200,3
7,0.0,Sinusoidal,EpiEstim,200,3
8,0.0,Sinusoidal,EpiEstim,200,3
9,0.0,Sinusoidal,EpiEstim,200,3
10,0.0,Sinusoidal,EpiEstim,200,3
11,0.0,Sinusoidal,EpiEstim,200,3
12,0.0,Sinusoidal,EpiEstim,200,3
13,0.0,Sinusoidal,EpiEstim,200,3
14,0.0,Sinusoidal,EpiEstim,200,3
15,0.0,Sinusoidal,EpiEstim,200,3
16,0.0,Sinusoidal,EpiEstim,200,3
17,0.0,Sinusoidal,EpiEstim,200,3
18,0.0,Sinusoidal,EpiEstim,200,3
19,0.0,Sinusoidal,EpiEstim,200,3
20,0.0,Sinusoidal,EpiEstim,200,3
21,0.0,Sinusoidal,EpiEstim,200,3
22,0.0,Sinusoidal,EpiEstim,200,3
23,0.0,Sinusoidal,EpiEstim,200,3
24,0.0,Sinusoidal,EpiEstim,200,3
25,0.0,Sinusoidal,EpiEstim,200,3
26,0.0,Sinusoidal,EpiEstim,200,3
27,0.0,Sinusoidal,EpiEstim,200,3
28,0.0,Sinusoidal,EpiEstim,200,3
29,0.0,Sinusoidal,EpiEstim,200,3
30,0.0,Sinusoidal,EpiEstim,200,3
1,3.925322938452879e-69,Sinusoidal,EpiEstim,400,3
2,1.0,Sinusoidal,EpiEstim,400,3
3,4.329040691283817e-99,Sinusoidal,EpiEstim,400,3
4,5.366120234433823e-246,Sinusoidal,EpiEstim,400,3
5,0.0,Sinusoidal,EpiEstim,400,3
6,0.0,Sinusoidal,EpiEstim,400,3
7,0.0,Sinusoidal,EpiEstim,400,3
8,0.0,Sinusoidal,EpiEstim,400,3
9,0.0,Sinusoidal,EpiEstim,400,3
10,0.0,Sinusoidal,EpiEstim,400,3
11,0.0,Sinusoidal,EpiEstim,400,3
12,0.0,Sinusoidal,EpiEstim,400,3
13,0.0,Sinusoidal,EpiEstim,400,3
14,0.0,Sinusoidal,EpiEstim,400,3
15,0.0,Sinusoidal,EpiEstim,400,3
16,0.0,Sinusoidal,EpiEstim,400,3
17,0.0,Sinusoidal,EpiEstim,400,3
18,0.0,Sinusoidal,EpiEstim,400,3
19,0.0,Sinusoidal,EpiEstim,400,3
20,0.0,Sinusoidal,EpiEstim,400,3
21,0.0,Sinusoidal,EpiEstim,400,3
22,0.0,Sinusoidal,EpiEstim,400,3
23,0.0,Sinusoidal,EpiEstim,400,3
24,0.0,Sinusoidal,EpiEstim,400,3
25,0.0,Sinusoidal,EpiEstim,400,3
26,0.0,Sinusoidal,EpiEstim,400,3
27,0.0,Sinusoidal,EpiEstim,400,3
28,0.0,Sinusoidal,EpiEstim,400,3
29,0.0,Sinusoidal,EpiEstim,400,3
30,0.0,Sinusoidal,EpiEstim,400,3
1,1.679767941789114e-37,Sinusoidal,EpiEstim,800,3
2,1.0,Sinusoidal,EpiEstim,800,3
3,1.230452570322444e-183,Sinusoidal,EpiEstim,800,3
4,0.0,Sinusoidal,EpiEstim,800,3
5,0.0,Sinusoidal,EpiEstim,800,3
6,0.0,Sinusoidal,EpiEstim,800,3
7,0.0,Sinusoidal,EpiEstim,800,3
8,0.0,Sinusoidal,EpiEstim,800,3
9,0.0,Sinusoidal,EpiEstim,800,3
10,0.0,Sinusoidal,EpiEstim,800,3
11,0.0,Sinusoidal,EpiEstim,800,3
12,0.0,Sinusoidal,EpiEstim,800,3
13,0.0,Sinusoidal,EpiEstim,800,3
14,0.0,Sinusoidal,EpiEstim,800,3
15,0.0,Sinusoidal,EpiEstim,800,3
16,0.0,Sinusoidal,EpiEstim,800,3
17,0.0,Sinusoidal,EpiEstim,800,3
18,0.0,Sinusoidal,EpiEstim,800,3
19,0.0,Sinusoidal,EpiEstim,800,3
20,0.0,Sinusoidal,EpiEstim,800,3
21,0.0,Sinusoidal,EpiEstim,800,3
22,0.0,Sinusoidal,EpiEstim,800,3
23,0.0,Sinusoidal,EpiEstim,800,3
24,0.0,Sinusoidal,EpiEstim,800,3
25,0.0,Sinusoidal,EpiEstim,800,3
26,0.0,Sinusoidal,EpiEstim,800,3
27,0.0,Sinusoidal,EpiEstim,800,3
28,0.0,Sinusoidal,EpiEstim,800,3
29,0.0,Sinusoidal,EpiEstim,800,3
30,0.0,Sinusoidal,EpiEstim,800,3
1,1.0,Sinusoidal,EpiEstim,1600,3
2,1.1936334565486758e-52,Sinusoidal,EpiEstim,1600,3
3,0.0,Sinusoidal,EpiEstim,1600,3
4,0.0,Sinusoidal,EpiEstim,1600,3
5,0.0,Sinusoidal,EpiEstim,1600,3
6,0.0,Sinusoidal,EpiEstim,1600,3
7,0.0,Sinusoidal,EpiEstim,1600,3
8,0.0,Sinusoidal,EpiEstim,1600,3
9,0.0,Sinusoidal,EpiEstim,1600,3
10,0.0,Sinusoidal,EpiEstim,1600,3
11,0.0,Sinusoidal,EpiEstim,1600,3
12,0.0,Sinusoidal,EpiEstim,1600,3
13,0.0,Sinusoidal,EpiEstim,1600,3
14,0.0,Sinusoidal,EpiEstim,1600,3
15,0.0,Sinusoidal,EpiEstim,1600,3
16,0.0,Sinusoidal,EpiEstim,1600,3
17,0.0,Sinusoidal,EpiEstim,1600,3
18,0.0,Sinusoidal,EpiEstim,1600,3
19,0.0,Sinusoidal,EpiEstim,1600,3
20,0.0,Sinusoidal,EpiEstim,1600,3
21,0.0,Sinusoidal,EpiEstim,1600,3
22,0.0,Sinusoidal,EpiEstim,1600,3
23,0.0,Sinusoidal,EpiEstim,1600,3
24,0.0,Sinusoidal,EpiEstim,1600,3
25,0.0,Sinusoidal,EpiEstim,1600,3
26,0.0,Sinusoidal,EpiEstim,1600,3
27,0.0,Sinusoidal,EpiEstim,1600,3
28,0.0,Sinusoidal,EpiEstim,1600,3
29,0.0,Sinusoidal,EpiEstim,1600,3
30,0.0,Sinusoidal,EpiEstim,1600,3
1,1.0,Sinusoidal,EpiEstim,3200,3
2,5.678084865358371e-258,Sinusoidal,EpiEstim,3200,3
3,0.0,Sinusoidal,EpiEstim,3200,3
4,0.0,Sinusoidal,EpiEstim,3200,3
5,0.0,Sinusoidal,EpiEstim,3200,3
6,0.0,Sinusoidal,EpiEstim,3200,3
7,0.0,Sinusoidal,EpiEstim,3200,3
8,0.0,Sinusoidal,EpiEstim,3200,3
9,0.0,Sinusoidal,EpiEstim,3200,3
10,0.0,Sinusoidal,EpiEstim,3200,3
11,0.0,Sinusoidal,EpiEstim,3200,3
12,0.0,Sinusoidal,EpiEstim,3200,3
13,0.0,Sinusoidal,EpiEstim,3200,3
14,0.0,Sinusoidal,EpiEstim,3200,3
15,0.0,Sinusoidal,EpiEstim,3200,3
16,0.0,Sinusoidal,EpiEstim,3200,3
17,0.0,Sinusoidal,EpiEstim,3200,3
18,0.0,Sinusoidal,EpiEstim,3200,3
19,0.0,Sinusoidal,EpiEstim,3200,3
20,0.0,Sinusoidal,EpiEstim,3200,3
21,0.0,Sinusoidal,EpiEstim,3200,3
22,0.0,Sinusoidal,EpiEstim,3200,3
23,0.0,Sinusoidal,EpiEstim,3200,3
24,0.0,Sinusoidal,EpiEstim,3200,3
25,0.0,Sinusoidal,EpiEstim,3200,3
26,0.0,Sinusoidal,EpiEstim,3200,3
27,0.0,Sinusoidal,EpiEstim,3200,3
28,0.0,Sinusoidal,EpiEstim,3200,3
29,0.0,Sinusoidal,EpiEstim,3200,3
30,0.0,Sinusoidal,EpiEstim,3200,3
1,3.1592199542345334e-64,Sinusoidal,EpiEstim,25,4
2,0.19986482498730407,Sinusoidal,EpiEstim,25,4
3,0.800123049591736,Sinusoidal,EpiEstim,25,4
4,1.2125420957529016e-5,Sinusoidal,EpiEstim,25,4
5,2.4832173782395234e-15,Sinusoidal,EpiEstim,25,4
6,3.402473217035394e-24,Sinusoidal,EpiEstim,25,4
7,6.733017189568957e-35,Sinusoidal,EpiEstim,25,4
8,5.942203765147876e-45,Sinusoidal,EpiEstim,25,4
9,1.383341205677347e-54,Sinusoidal,EpiEstim,25,4
10,3.838985110530153e-63,Sinusoidal,EpiEstim,25,4
11,9.794042040456047e-70,Sinusoidal,EpiEstim,25,4
12,1.734045448662473e-75,Sinusoidal,EpiEstim,25,4
13,1.9130659881404908e-78,Sinusoidal,EpiEstim,25,4
14,1.2343232748727474e-80,Sinusoidal,EpiEstim,25,4
15,1.3317896773301996e-80,Sinusoidal,EpiEstim,25,4
16,3.833188746120028e-79,Sinusoidal,EpiEstim,25,4
17,4.3360898112711435e-76,Sinusoidal,EpiEstim,25,4
18,8.773960045682437e-72,Sinusoidal,EpiEstim,25,4
19,3.544194354396172e-67,Sinusoidal,EpiEstim,25,4
20,7.85583445168491e-62,Sinusoidal,EpiEstim,25,4
21,8.302999334889006e-57,Sinusoidal,EpiEstim,25,4
22,1.0813558565661931e-51,Sinusoidal,EpiEstim,25,4
23,9.198424888385816e-48,Sinusoidal,EpiEstim,25,4
24,9.639914441433335e-45,Sinusoidal,EpiEstim,25,4
25,1.3538056370353104e-42,Sinusoidal,EpiEstim,25,4
26,6.77967620193355e-42,Sinusoidal,EpiEstim,25,4
27,8.084001445771467e-42,Sinusoidal,EpiEstim,25,4
28,8.191941664502169e-43,Sinusoidal,EpiEstim,25,4
29,8.72375012321685e-45,Sinusoidal,EpiEstim,25,4
30,3.9321923355424816e-47,Sinusoidal,EpiEstim,25,4
1,9.35761457004489e-78,Sinusoidal,EpiEstim,50,4
2,0.9999999171606844,Sinusoidal,EpiEstim,50,4
3,8.283931573519415e-8,Sinusoidal,EpiEstim,50,4
4,5.586881077110596e-22,Sinusoidal,EpiEstim,50,4
5,1.3186844008784497e-40,Sinusoidal,EpiEstim,50,4
6,9.347442007705404e-62,Sinusoidal,EpiEstim,50,4
7,4.951748871531943e-83,Sinusoidal,EpiEstim,50,4
8,2.2083290310705863e-104,Sinusoidal,EpiEstim,50,4
9,1.0198119737227473e-123,Sinusoidal,EpiEstim,50,4
10,1.4480625733776277e-141,Sinusoidal,EpiEstim,50,4
11,7.541947856643441e-157,Sinusoidal,EpiEstim,50,4
12,1.5928804298652273e-168,Sinusoidal,EpiEstim,50,4
13,1.0983586864225148e-176,Sinusoidal,EpiEstim,50,4
14,1.642000035812527e-180,Sinusoidal,EpiEstim,50,4
15,1.8945586628804866e-180,Sinusoidal,EpiEstim,50,4
16,1.4371920394591759e-176,Sinusoidal,EpiEstim,50,4
17,5.6242410870200724e-170,Sinusoidal,EpiEstim,50,4
18,1.4824705417416727e-160,Sinusoidal,EpiEstim,50,4
19,4.5930227190851557e-150,Sinusoidal,EpiEstim,50,4
20,2.3740572040190362e-138,Sinusoidal,EpiEstim,50,4
21,1.4398151322583382e-126,Sinusoidal,EpiEstim,50,4
22,4.438612062515199e-116,Sinusoidal,EpiEstim,50,4
23,1.440410445041984e-107,Sinusoidal,EpiEstim,50,4
24,5.5595367757209993e-101,Sinusoidal,EpiEstim,50,4
25,6.321781278013275e-97,Sinusoidal,EpiEstim,50,4
26,4.3051943665816885e-95,Sinusoidal,EpiEstim,50,4
27,1.416000759235399e-95,Sinusoidal,EpiEstim,50,4
28,4.057298002641123e-98,Sinusoidal,EpiEstim,50,4
29,5.7292580888215905e-102,Sinusoidal,EpiEstim,50,4
30,8.78487421972059e-107,Sinusoidal,EpiEstim,50,4
1,5.332570937750323e-82,Sinusoidal,EpiEstim,100,4
2,1.0,Sinusoidal,EpiEstim,100,4
3,6.973355732493841e-21,Sinusoidal,EpiEstim,100,4
4,2.744291370848876e-53,Sinusoidal,EpiEstim,100,4
5,3.474920613286835e-97,Sinusoidal,EpiEstim,100,4
6,1.6034902188944256e-146,Sinusoidal,EpiEstim,100,4
